name,username,followers_count,listed_count,following,favorites,verified,default_profile,location,time_zone,statuses_count,description,geo_enabled,contributors_enabled,tweet_in_reply_to_id,tweet_time,tweet_text,tweet_lat,tweet_long,tweet_source,tweet_in_reply_to_screen_name,tweet_direct_reply,tweet_retweet_status,tweet_retweet_count,tweet_favorite_count,tweet_hashtags,tweet_hashtags_count,tweet_urls,tweet_urls_count,tweet_user_mentions,tweet_user_mentions_count,tweet_media_type,tweet_contributors
Michelle,Sexyjade,43,0,100,8454,FALSE,TRUE,,Central Time (US & Canada),5124,,FALSE,FALSE,530284576464457000,12/10/2017 2:47,@realDonaldTrump @VicBergerIV @UncleBibby @BestBergerever Needs a serious facial!,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, VicBergerIV, UncleBibby, BestBergerever",4,,
MRHF,Jovisoul,202,9,56,12613,FALSE,FALSE,Land of the Free,,29079,"Supporter of true Democracy, my rights equal to yours! NO LIBERAL will shut me up or push me aside. Prove your TOLERANCE with facts, words mean nothing.",FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Build the wall!,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Patrick Moore,PatMoore72,193,4,1213,3281,FALSE,FALSE,"Fort Mitchell, KY",,3443,,TRUE,FALSE,939680422493073000,12/10/2017 2:47,"@realDonaldTrump The more Trump tweets, the more desperate he is. The walls are closing in and he knows it. The mos... https://t.co/PNeb2nXVnK",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/PNeb2nXVnK,1,realDonaldTrump,1,,
Bob Amick,bobamick,90,1,620,738,FALSE,TRUE,"Greenville, SC",,2214,Just another smart-ass trying to get better,FALSE,FALSE,,12/10/2017 2:47,@realDonaldTrump Winning? https://t.co/B5KJVOzVs5,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/B5KJVOzVs5,1,realDonaldTrump,1,,
Susan,PoorPageop,49,0,124,1403,FALSE,TRUE,Massachusetts ,,2431,Hater of everything trump stands for,FALSE,FALSE,,12/10/2017 2:47,@realDonaldTrump https://t.co/hCgqTQxKTe,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Dani Teal,DaniTeal,82,0,241,6340,FALSE,TRUE,Indiana,,1460,"I live and breathe for hard rock music and love rock concerts. I love nature, all animals and am a tree hugger. Proud DEM. Love riding my UTV.",TRUE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump No American should be separated from their loved ones because of lack of gun control and angry whi... https://t.co/6q9BbJvCOE,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/6q9BbJvCOE,1,realDonaldTrump,1,,
David  Tracy,dtrac131,107,1,290,2927,FALSE,FALSE,Spokane,America/Los_Angeles,2982,,TRUE,FALSE,939680422493073000,12/10/2017 2:47,"@realDonaldTrump How about protecting US citizens from white, mentally ill domestic terrorists who obtain semi auto... https://t.co/bgASlrMogb",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/bgASlrMogb,1,realDonaldTrump,1,,
John,JohnLionfox,1,0,5,0,FALSE,TRUE,,,45,,FALSE,FALSE,,12/10/2017 2:47,@realDonaldTrump hahaha. CRIMINAL! https://t.co/QuQq64eJZS,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
defiantdamsel,think_young1,276,3,413,12843,FALSE,TRUE,everywhere,,5203,,TRUE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump As long as you're in the WH no city in America is safe,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Andy Hinely,j_andy_H,23,0,97,1481,FALSE,TRUE,,Eastern Time (US & Canada),1541,,TRUE,FALSE,,12/10/2017 2:47,"@realDonaldTrump we ...Trumps Base...  ALL agree how corrupt ALL these damn Clinton, Comey, Rosenstein, Struzk, Lyn... https://t.co/knsBPNk9BO",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/knsBPNk9BO,1,realDonaldTrump,1,,
Marv,thatguymarvin,4,0,141,22,FALSE,TRUE,"Massachusetts, USA",,24,just a nobody watching the world,FALSE,FALSE,939480342779580000,12/10/2017 2:47,"@realDonaldTrump @CNN Dude, what are you?",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, CNN",2,,
Turd Ferguson,IamJohnWindt,133,1,344,18150,FALSE,TRUE,Deep Space,,5650,That's not my name.,TRUE,FALSE,266276897305026000,12/10/2017 2:47,"@realDonaldTrump Pervert alert, Roy Moore is running for Senate and you endorsed him. Warning to all girls age 14-1... https://t.co/IUpWMBA5CE",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/IUpWMBA5CE,1,realDonaldTrump,1,,
Why is the gin gone?,whyisthegingone,489,1,760,28347,FALSE,TRUE,,Pacific Time (US & Canada),15755,Fine purveyor of writing  Sarcasm-slinging    since forever. Creative Director.                  There's not enough Gin???,FALSE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel Every fucking time YOU LIE we're going to demand that you be fired. Go.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Radu Marinescu,radum27,712,26,1153,3630,FALSE,FALSE,"Glendale, AZ",Central Time (US & Canada),91642,Ohio State Buckeyes. Proud Chelsea FC supporter. Go Cavs and Indians!!,TRUE,FALSE,939616077356642000,12/10/2017 2:47,@realDonaldTrump @daveweigel @washingtonpost Dave has more integrity than your fast food eating lying fat ass Don!!,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
Milksteak&Jellybeans,Tallulahs_Ghost,1880,43,1096,72214,FALSE,FALSE,,Central Time (US & Canada),110463,I once hung out with Mormon missionaries while drinking wine & wearing a Freddie Mercury shirt.????,FALSE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel You admitted to sexually assaulting women on national tv and you told your advisors to... https://t.co/mdr3I6WPnD,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,2,3,,0,https://t.co/mdr3I6WPnD,1,"realDonaldTrump, daveweigel",2,,
Philip Littke,plittke,1,2,180,425,FALSE,FALSE,"Miami, FL",,2549,"Husband, father, friend, colleague, brother, bum...",FALSE,FALSE,939680422493073000,12/10/2017 2:47,"@realDonaldTrump ""Preventable crime"", as in Stony Brook?  Columbine?  Oklahoma's Murrah Building?  Moron doesn't kn... https://t.co/YrkUPI5SiN",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/YrkUPI5SiN,1,realDonaldTrump,1,,
Terry McGregor,mcgregortj,60,0,137,49,FALSE,TRUE,"Gloucester, VA",Eastern Time (US & Canada),99,,FALSE,FALSE,939149296389251000,12/10/2017 2:47,"@realDonaldTrump Go choke on Putin's cock, you useless fucking asshole!",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Susan,PoorPageop,49,0,124,1403,FALSE,TRUE,Massachusetts ,,2431,Hater of everything trump stands for,FALSE,FALSE,,12/10/2017 2:47,@realDonaldTrump https://t.co/lz7E3E2W9G,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Steven Gaines,stevengaines5,196,6,500,40351,FALSE,TRUE,"Daytona Beach, FL",,14433,"Professional smart ass and master debater. Cubs, Orlando City, Jags, Gators, NASCAR, MMA, Magic",FALSE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel I definitely saw empty seats. Yet again Trump is #fakenews,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,fakenews,1,,0,"realDonaldTrump, daveweigel",2,,
Alelxisnyc,alexiswriternyc,48,12,116,2100,FALSE,TRUE,"Brooklyn, NY",,2724,"Writer, filmmaker,American/Italian , global citizen, runner Arts & Culture Arts & Culture Business & Finance Indie/Experimental",FALSE,FALSE,939485131693322000,12/10/2017 2:47,@realDonaldTrump CNN's ratings are better than yours,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
DrugsGone... Dot Com,drugsgonedotcom,8097,0,108,424,FALSE,TRUE,United States,,1403,Occult Health. https://t.co/2uzUget3UQ and check out our site https://t.co/ORi5gBrpil.  podcast coming soon.,FALSE,FALSE,939680422493073000,12/10/2017 2:47,"@realDonaldTrump Trump says this, does nothing about it.  Continues the division between Americans.  Or wait, whoev... https://t.co/DSW94ER3nO",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/DSW94ER3nO,1,realDonaldTrump,1,,
Chad Gordon,ComicChadGordon,11,1,24,9,FALSE,TRUE,"Long Beach, CA",,209,,FALSE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel  https://t.co/Zh6UXgEA13,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,photo,
James Osburn,mebeozz,17,0,114,843,FALSE,FALSE,"Manteca, CA",,2847,"School Psychologist
Hobbies include Hunting and Fishing and insulting liberals.
Love my Country and will defend our Bill Of Rights.  Pro-2nd Amendment.",FALSE,FALSE,938469354089385000,12/10/2017 2:47,"@realDonaldTrump @WhiteHouse Nuke Israel, and make America great again!",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, WhiteHouse",2,,
Yolly Rosales,trc456,220,2,292,13451,FALSE,TRUE,,,12498,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump That's my president!!! So very proud of him. No one who's more beholden to America and to the Amer... https://t.co/w5QcYrtQCJ,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/w5QcYrtQCJ,1,realDonaldTrump,1,,
Kristine Gorbet,kgorbet,24,0,151,2043,FALSE,TRUE,Crescent Mills California,Pacific Time (US & Canada),143,,TRUE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Such a great statement,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Matt Hall,mthall80602,32,0,374,22,FALSE,TRUE,"Longmont, CO",,113,Drug Expert: Level Pharmacist,TRUE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump America should be a welcoming place.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Michelle L Farley,MLMFarley,12,0,45,1741,FALSE,TRUE,,,1215,,FALSE,FALSE,939485131693322000,12/10/2017 2:47,@realDonaldTrump Least trusted name in the world......Donald Trump.,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
MRHF,Jovisoul,202,9,56,12613,FALSE,FALSE,Land of the Free,,29079,"Supporter of true Democracy, my rights equal to yours! NO LIBERAL will shut me up or push me aside. Prove your TOLERANCE with facts, words mean nothing.",FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Make the leaders of the sanctuary cities be accountable for the crimes of the scum they protect! ,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
doraine shipley,GiliwayaDoraine,97,2,148,9627,FALSE,TRUE,,,12871,,FALSE,FALSE,939375570919612000,12/10/2017 2:47,@realDonaldTrump I think it's our choice not a traitor to tell us what to do,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Scott E. Kasden,kasdenmd,188,7,38,57,FALSE,FALSE,"Southlake, Texas",Mountain Time (US & Canada),4755,"This is my professional Twitter account

I am a Board Certified by The American Board of Plastic Surgery. I will be posting on plastic & cosmetic  surgery.",TRUE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel You should be fired- and imprisoned,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Jorge E.,yorch_v,506,3,958,6099,FALSE,FALSE,"Tijuana, B.C.",Monterrey,16143,legalize ranch,TRUE,FALSE,939616077356642000,12/10/2017 2:47,@realDonaldTrump @daveweigel @washingtonpost #fukdonald,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,fukdonald,1,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
Josh Wynn,JoshYDA0823,139,3,327,4615,FALSE,FALSE,"Monument Beach, MA",Atlantic Time (Canada),2853,"I'm just a normal guy, live hear in MA, take care of my handicapped mom. like animals, reading, movies, I?€?m obsessed with BAB the Titanic.",FALSE,FALSE,266276897305026000,12/10/2017 2:47,@realDonaldTrump @repweiner Pervert Alert @realDonaldTrump hasn't left Twitter! He's a confessed sexual predator wh... https://t.co/1atUpEuQek,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/1atUpEuQek,1,"realDonaldTrump, repweiner, realDonaldTrump",3,,
I kristen McMasters,IkristenMcMast1,211,8,30,50816,FALSE,TRUE,,,3648,,FALSE,FALSE,939642796289470000,12/10/2017 2:47,@realDonaldTrump How embarrassing. https://t.co/rxUEjirfA6,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Catina Sundvall,clsundvall,45,0,324,244,FALSE,TRUE,"Enid, OK",,417,I am a nasty woman who loves family and life.,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump But you will separate families of those who were born here? You are a despicable excuse for a human being!,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
MarkyP,OldCriedPants,520,9,650,8338,FALSE,FALSE,"Frisco, TX",Central Time (US & Canada),11858,Marcus Welby and Quincy colluded.,FALSE,FALSE,939642796289470000,12/10/2017 2:47,@realDonaldTrump Snookie congratulating would mean more.  You are the commander in least,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Michael Ruefer,ruefer_michael,116,0,692,14542,FALSE,TRUE,"Iowa, USA",,1777,Retired Union Craftsman who used to enjoy politics.,FALSE,FALSE,939642796289470000,12/10/2017 2:47,"@realDonaldTrump Yes it was. Why weren't you there? Are you golfing today on my dime? I would have said ""our dime"",... https://t.co/0xVVpoE4Sk",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,1,,0,https://t.co/0xVVpoE4Sk,1,realDonaldTrump,1,,
Paul Foster,pfoster19,171,0,801,10874,FALSE,TRUE,,,10117,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Those cities don't provide a Sanctuary but a HIDEOUT,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Regina Brisbane,BrisbaneRegina,16,0,17,338,FALSE,TRUE,,,142,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Yes protect American citizens!,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
novosibiren,novosibiren,411,12,402,1594,FALSE,TRUE,?????????€??,Pacific Time (US & Canada),26825,,TRUE,FALSE,939634404267380000,12/10/2017 2:47,"@realdonaldtrump @daveweigel Your are fake president
You should be jailed and panishment",,,Twitter for Mac,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Jae Flynn,jaeflynn,62,0,300,3164,FALSE,TRUE,"Boston, MA",,1018,,TRUE,FALSE,939485131693322000,12/10/2017 2:47,@realDonaldTrump Shut the fuck up you deranged orange lump of shit,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,realDonaldTrump,1,,
James Bartok ????,whitejaegar,342,1,626,4557,FALSE,FALSE,"Victoria, Australia",Melbourne,3467,"Ex-Army Reserve Infantry, Ex-Air Force Fire Rescue, Ex-Ambulance Vic. OHS Manager, Freelance historian, cemetery loiterer, lover of music and enjoyer of life!!!",TRUE,FALSE,939564681743814000,12/10/2017 2:47,@realDonaldTrump @USArmy @USNavy And when you return from active service I will ensure you don't get the support yo... https://t.co/Gl4LzlRzFB,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/Gl4LzlRzFB,1,"realDonaldTrump, USArmy, USNavy",3,,
Justin Richmond,JRRich1986,0,0,55,180,FALSE,TRUE,,,191,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump So this dude was deported five times. How was he getting back? He was deported five times. It seem... https://t.co/8tE5cdFPJT,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/8tE5cdFPJT,1,realDonaldTrump,1,,
Naomy,bebeosorio1,119,0,155,1920,FALSE,TRUE,"Kentucky, USA",,2016,As a new citizen of United States I am officially part of the Democratic Party ???? ????????????????,FALSE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel Is not fake the pictures are real. You! You mister president you are a fake and a joke... https://t.co/kJ8t04CXy0,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/kJ8t04CXy0,1,"realDonaldTrump, daveweigel",2,,
Gwen,Gwen30929117,3,0,7,191,FALSE,TRUE,,,166,,TRUE,FALSE,939616077356642000,12/10/2017 2:47,"@realDonaldTrump @daveweigel @washingtonpost Packed house not one 
Seat available  love it
You will make AMERICA 
GREAT AGAIN ",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
Bics ????????,Beezle88,403,4,404,9849,FALSE,TRUE,"Michigan, USA",,4842,Our country is turning into the laughing stock of the world.  We know where we went wrong.  AMERICA elected the man to fix it.  Go Trump!,TRUE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Thank you Mr President!  #MAGA https://t.co/wYqDiZ7pnQ,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,MAGA,1,,0,realDonaldTrump,1,photo,
C. Sebastian Orosco,SebOrosco,12,0,60,3,FALSE,FALSE,,Central Time (US & Canada),469,,FALSE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel  https://t.co/ehFf3sEb5h,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,photo,
Tammy Jackson,Dolphin_Tj34698,14,1,117,7916,FALSE,TRUE,,,2413,,FALSE,FALSE,266276897305026000,12/10/2017 2:47,@realDonaldTrump @repweiner This and then you throw support behind Roy Moore - worst person ever.,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, repweiner",2,,
Joanne ???????????????????,ChildPleez007,906,21,827,91157,FALSE,FALSE,Mostly at the gym lifting shit,Quito,37134,"Soros ain't paid me shit. I can't stand trump. At times, I'm a jerk #ResistRinseRepeat",TRUE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel You should be fired,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Elizabeth Night,ElizabethNight2,14,0,41,1420,FALSE,TRUE,United States,,773,"Educator, Independent",FALSE,FALSE,939680422493073000,12/10/2017 2:47,"@realDonaldTrump Who does these videos? Seriously, they are hard to watch with the switching views. (Squinty eyes aside...)",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Connor Flanagan,ThisIsntConnor,489,0,258,5047,FALSE,FALSE,"New Orleans, LA",Central Time (US & Canada),6357,UA Alum. Future OT. Liz Lemon and Leslie Knope's lesbian love child.,TRUE,FALSE,939485131693322000,12/10/2017 2:47,@realDonaldTrump You're a man child.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,3,,0,,0,realDonaldTrump,1,,
Kevin,kivenfry,17,0,55,115,FALSE,TRUE,,,98,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Primer of her life,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Chintz Hercules,chintzHercules,50,0,117,1278,FALSE,TRUE,,,3170,come sit by me.,FALSE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel wait you're mad because someone ELSE fibbed on crowd size? oh ok,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Alya,AlyaNusbaum,36,1,370,2073,FALSE,TRUE,,,1325,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump You look a lot like an alien and I'm pretty sure you're a criminal,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
cheryl keaney,kalicassidy,7,0,53,187,FALSE,TRUE,canada,,398,,FALSE,FALSE,939355447273906000,12/10/2017 2:47,@realDonaldTrump same old speech filled with the usual attacks and garbage. To bad you have such a limited vocabulary,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Eric_,str8fixin,66,0,580,2423,FALSE,TRUE,,,414,@TheExpanse! helps keep me sane these days...???€,FALSE,FALSE,939485131693322000,12/10/2017 2:47,"@realDonaldTrump You must have more important things to do, since you, you know",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Rick Backer,rbacker69,2,0,6,359,FALSE,TRUE,Some Where,,356,Rick,FALSE,FALSE,939560154269405000,12/10/2017 2:47,@realDonaldTrump they did not want you there to read like a 3ed grader,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Anne Murphy,AEMurphy,34,2,136,442,FALSE,FALSE,Paradise,Eastern Time (US & Canada),501,"Just a girl on the verge of a decision that will change her path. Writer. Teacher. Actress. If I don't shoot for the basket, I'll never win.",FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Sanctuaries is not a proper noun.  #grammarmatters,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,grammarmatters,1,,0,realDonaldTrump,1,,
Qu33nB,IwishaMf,73,1,77,2040,FALSE,TRUE,,,2519,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump So tell me why are you trying to get rid of DACA? These law abiding children had nothing to do wit... https://t.co/OyirSznndU,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/OyirSznndU,1,realDonaldTrump,1,,
b.b,becker_berta,193,21,120,42412,FALSE,TRUE,,,17923,,FALSE,FALSE,939475127552618000,12/10/2017 2:47,@realDonaldTrump We loved listening to your speech. You always speak from your heart. You convey your love for this... https://t.co/C8ThkSCy1k,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/C8ThkSCy1k,1,realDonaldTrump,1,,
Justin Paoletta,Justin_Paoletta,2,0,69,0,FALSE,TRUE,"Melbourne, FL",,2,"Science, Coding, Sports, My Wife and My Dog are pretty cool too! ????",FALSE,FALSE,939616077356642000,12/10/2017 2:47,@realDonaldTrump @daveweigel @washingtonpost Donald Trumps Presidency.... SAD!,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
Angelique LaForest,AngelLaForest,29,0,54,402,FALSE,TRUE,"Seattle, WA",,583,I drink and I know things,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump No American should be separated from their loved ones because of preventable illness but you and y... https://t.co/9sbiM8Ovtq,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/9sbiM8Ovtq,1,realDonaldTrump,1,,
Rodney E Krogstad,52gopher,1017,50,732,4855,FALSE,TRUE,,Central Time (US & Canada),55985,"Retired,Rabid Old Gophers Fan, ExRepublican Lived In The GOP Bubble For 65 Years, Proudly Blocked By my Rep. Sean Duffy & Staff . 20 years Military",TRUE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump https://t.co/eSWl9hcA39  Bigly Beautiful Crowd of Dozens in Pensacola that listened to Donny Drive... https://t.co/1CrkZG3ByK,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,"https://t.co/eSWl9hcA39, https://t.co/1CrkZG3ByK",2,realDonaldTrump,1,,
James Worthen,JWorthen2020,44,2,585,2004,FALSE,TRUE,California,Pacific Time (US & Canada),1445,Real Estate professional and broker since 1991.,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump First they came for the immigrants...,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
johnevans1019,JohnEvans1019,8,0,37,115,FALSE,TRUE,,,1224,Ginger,FALSE,FALSE,939616077356642000,12/10/2017 2:47,@realDonaldTrump @daveweigel @washingtonpost Thats a Korn concert! #fakephoto,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,fakephoto,1,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
Sam,scjew05,27,0,145,404,FALSE,TRUE,"Taylor, MI",,620,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump Damn skippy,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Bonnie Knapp,BonnieKnapp10,22,0,24,65,FALSE,TRUE,,,4609,,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump &amp; no immigrant should be separated from his family as you seek to destroy their lives &amp; rip parent... https://t.co/ps1Z5ohvcK,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/ps1Z5ohvcK,1,realDonaldTrump,1,,
William C Francis,wcf42,40,2,149,58,FALSE,FALSE,"Cherokee County, Georgia",,1608,"Character Actor.
Long time water pro protecting water resources. 
Interest in film, theatre, music, SF, fandom, & computers, especially gaming.",FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump @POTUS does this apply to soldiers overseas?,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, POTUS",2,,
jovial chaos,HumorInTheNow,23,2,93,409,FALSE,TRUE,in the aftermath,Pacific Time (US & Canada),2444,in the now,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump #Fearmonger #FakeLeadership,,,TweetDeck,realDonaldTrump,TRUE,FALSE,0,0,"Fearmonger, FakeLeadership",2,,0,realDonaldTrump,1,,
Finjerk ????????,finjerk,1515,11,3805,9062,FALSE,FALSE,,Pacific Time (US & Canada),9944,Repubs don't own exclusive right to ???????? and Christianity. None of us own God and we are only as good as the worst in us.,FALSE,FALSE,939680422493073000,12/10/2017 2:47,@realDonaldTrump  https://t.co/8VK5YQqkSP,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,1,1,,0,,0,realDonaldTrump,1,photo,
Virginia Griensewic,griensewic,166,0,798,3608,FALSE,TRUE,Oregon,,3702,living in the country is perfect for us,TRUE,FALSE,939634404267380000,12/10/2017 2:47,@realDonaldTrump @daveweigel YOU ARE FAKE AS WELL!!! YOU ARE FIRED!!!,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
